Name,Nation,Rank,Rating,Type,Premium,RP,Price,Free,Surv.Mods,Armour.Hull.front,Armour.Hull.side,Armour.Hull.back,Armour.Turret.front,Armour.Turret.side,Armour.Turret.back,Crew,Visibility,Speed.Forward,Speed.Back,HP,HP/t,Weight,Eco.Repair,Eco.Reward.Lions,Eco.Reward.RP,Arma.Mods,Arma.Main.Caliber,Arma.Main.Ammo,Arma.Main.Rate,Arma.Main.Reload,Arma.Main.Mods,Arma.Main.Penetration,MG.1st.Caliber,MG.1st.Ammo,MG.1st.Rate,MG.1st.Reload,MG.2nd.Caliber,MG.2nd.Ammo,MG.2nd.Rate,MG.2nd.Reload,PROS_CONS.Pros,PROS_CONS.Cons,PROS_CONS.Ratio
M3 Stuart,USA,I,"1,3",Light tank,,2900,700,,,38,25,25,38,25,25,4,89,56,7,500,"39,4","12,7",130→167,"0,1","1,0",,"37,0",103,,"3,7",Vertical stabilizer,72,"7,62",2000,500,"10,4","3,0",6250,500,"10,4",6,4,1.5
M3A1 Stuart,USA,I,"2,0",Light tank,,5900,6300,,,38,25,25,50,32,32,4,89,65,8,500,"39,7","12,6",310→398,"0,2","1,06",,"37,0",106,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3200,500,"10,4",6,4,1.5
▄M3A3,Italy,II,"2,3",Light tank,,9200,22000,,Smoke grenades,25,25,25,38,31,31,4,89,65,8,500,"39,7","12,6",580→833,"0,3","1,18",,"37,0",174,,"3,7",Vertical stabilizer,84,"7,62",4300,500,"10,4","7,62",3200,500,"10,4",5,6,0.83
▄M3A3 Stuart,France,II,"2,3",Light tank,,7900,10000,,Smoke grenades,25,25,25,38,31,31,4,89,65,8,500,"39,7","12,6",390→560,"0,2","1,12",,"37,0",174,,"3,7",Vertical stabilizer,84,"7,62",4300,500,"10,4","7,62",3200,500,"10,4",5,5,1.0
M41A1,USA,IV,"6,0",Light tank,,46000,170000,,,31,25,19,25,25,25,4,88,81,21,954,"41,5","23,0",1490→2187,"0,9","1,6",Night vision device,"76,0",65,,"7,6",,231,"12,7",2175,577,"10,4","7,62",4900,500,"10,4",17,13,1.31
M3A3 Bradley,USA,VI,"9,3",Light tank,,270000,740000,,Smoke grenades | ESS,38,44,44,25,25,25,3,117,69,16,1160,"38,8","29,9",3940→6674,"1,2","2,26",Laser rangefinder | Night vision device | Thermal imager,"25,0",1500,201,"0,3",Two-plane stabilizer,800,,12,120,,"7,62",4400,941,"10,4",15,10,1.5
␗M3A3 Stuart,China,II,"2,3",Light tank,,7900,10000,,Smoke grenades,25,25,25,38,31,31,4,89,65,8,500,"39,7","12,6",270→387,"0,3","1,12",,"37,0",174,,"3,7",Vertical stabilizer,84,"7,62",4300,500,"10,4","7,62",3200,500,"10,4",7,4,1.75
▅M41A1,Japan,IV,"6,0",Light tank,,63000,200000,,,31,25,19,25,25,25,4,88,81,21,954,"41,5","23,0",2340→3435,"1,0","1,72",Night vision device,"76,0",65,,"7,6",,231,"12,7",2175,577,"10,4","7,62",4900,500,"10,4",9,7,1.29
M41D,China,VI,"8,0",Light tank,,180000,500000,,Smoke grenades,31,25,19,25,25,25,4,88,80,21,773,"30,9","25,0",2400→3823,"0,8","2,14",Laser rangefinder | Night vision device | Thermal imager,"76,0",65,,"7,6",,276,"12,7",2175,577,"10,4","7,62",4900,500,"10,4",6,6,1.0
M551,USA,VI,"7,7",Light tank,,180000,500000,,Smoke grenades,31,25,19,25,25,25,4,88,77,17,572,"37,6","15,2",4160→6472,"1,5","2,14",Night vision device,"152,0",30,,"15,6",Two-plane stabilizer,431,"12,7",1000,577,"10,4","7,62",3000,500,"10,4",6,6,1.0
M5A1,USA,II,"2,3",Light tank,,7900,10000,,,28,28,25,50,32,32,4,79,63,17,565,"36,2","15,6",330→450,"0,3","1,12",,"37,0",147,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3000,500,"10,4",8,9,0.89
M5A1 TD,USA,II,"2,3",Light tank,,0,0,Bundle or Gift,,28,28,25,50,32,32,4,79,63,17,565,"36,2","15,6",350→477,"0,1","1,12",,"37,0",147,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3000,500,"10,4",8,9,0.89
M64,China,III,"4,7",Light tank,•,0,0,Bundle or Gift,,12,12,12,25,25,25,5,88,81,21,954,"39,8","24,0",800,"1,6","3,08",,"76,0",25,,"7,9",,186,"12,7",800,577,"10,4","7,62",300,500,"10,4",5,3,1.67
M8,USA,I,"1,0",Light tank,•,0,0,Bundle or Gift,,19,9,5,19,19,19,4,80,101,14,210,"26,6","7,9",430,"0,4","2,0",,"37,0",80,,"3,7",Shoulder stabilizer,84,"12,7",400,577,"10,4","7,62",1500,500,"10,4",5,5,1.0
␗M8 LAC,China,I,"1,0",Light tank,,0,0,Free,,19,9,5,19,19,19,4,80,101,14,210,"26,6","7,9",free,"0,1","1,0",,"37,0",80,,"3,7",Shoulder stabilizer,84,"12,7",400,577,"10,4","7,62",1500,500,"10,4",5,5,1.0
M8A1,USA,I,"2,7",Light tank,•,0,0,Bundle or Gift,,28,28,25,38,25,25,4,79,63,17,565,"36,2","15,6",490,"0,4","2,0",,"75,0",46,,"8,7",,101,"12,7",1000,577,"10,4",,,,,7,7,1.0
␗M5A1,China,II,"2,3",Light tank,,9200,22000,,,28,28,25,50,32,32,4,79,63,17,565,"36,2","15,6",480→654,"0,3","1,18",,"37,0",147,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3000,500,"10,4",7,5,1.4
Marder 1A3,Germany,V,"8,0",Light tank,,150000,420000,,Smoke grenades,32,15,11,25,15,15,3,86,84,84,1145,"39,2","29,2",4290→6833,"1,2","2,08",Laser rangefinder | Night vision device | Thermal imager,"20,0",1200,801,"10,4",,530,,4,,,"7,62",4500,1200,"10,4",6,4,1.5
Pbil m/40,Sweden,I,"1,7",Light tank,•,0,0,Bundle or Gift,,12,10,12,12,9,7,6,73,78,78,258,"31,9","8,1",380,"0,4","2,0",,"20,0",252,360,"1,3",,30,"8,0",1992,649,"10,4",,,,,6,3,2.0
MARS 15,France,VI,"8,0",Light tank,,270000,740000,,Smoke grenades,15,10,10,12,10,10,3,88,84,28,801,"50,1","16,0",4850→7119,"1,0","2,26",Laser rangefinder,"90,0",30,,"6,5",,320,"7,62",2000,900,"10,4",,,,,3,4,0.75
Object 685,USSR,VI,"8,3",Light tank,,270000,740000,,Smoke grenades | ESS,60,43,13,50,43,43,3,75,78,23,763,"46,2","16,5",3270→5539,"1,2","2,26",Laser rangefinder | Night vision device,"100,0",40,,"6,0",Two-plane stabilizer | Autoloader,390,"7,62",2000,600,"8,0",,,,,7,5,1.4
Object 906,USSR,V,"7,3",Light tank,,150000,420000,,ESS,30,25,12,15,8,8,3,75,83,83,572,"38,6","14,8",3480→5414,"1,2","2,08",Night vision device,"85,0",40,,"4,3",Two-plane stabilizer | Autoloader,300,"7,62",2000,600,"8,0",,,,,7,9,0.78
␗PT-76,China,III,"5,0",Light tank,,40000,150000,,ESS,13,10,6,15,15,15,3,75,49,8,458,"32,7","14,0",1010→1571,"1,0","1,54",Night vision device,"76,0",40,,"9,2",,200,"7,62",1000,600,"10,4",,,,,5,7,0.71
PT-76-57,USSR,IV,"7,3",Light tank,•,0,0,Bundle or Gift,Smoke grenades | ESS,13,10,6,22,18,15,3,94,67,20,572,"38,1","15,0",2500,"1,8","3,68",Laser rangefinder | Night vision device,"57,0",100,,"0,5",Two-plane stabilizer | Autoloader,147,"7,62",2000,700,"8,0",,,,,7,6,1.17
PT-76B,USSR,III,"5,0",Light tank,,40000,150000,,ESS,13,10,6,15,15,15,3,75,49,8,458,"32,7","14,0",930→1447,"1,0","1,54",Night vision device,"76,0",40,,"9,2",Two-plane stabilizer,200,"7,62",1000,600,"10,4",,,,,11,12,0.92
Marder A1-,Germany,V,"7,3",Light tank,,110000,310000,,Smoke grenades,32,15,11,25,15,15,3,86,84,84,1145,"39,2","29,2",4430→7056,"1,2","1,96",Laser rangefinder | Night vision device,"20,0",1200,801,"10,4",,530,,4,,,"7,62",4500,1200,"10,4",3,6,0.5
PUMA,Germany,VI,"9,0",Light tank,,180000,500000,,ERA | Composite armour | Smoke grenades | LWS,32,15,11,25,15,15,3,86,78,34,2076,"48,3","43,0",4330→6897,"0,8","2,14",Laser rangefinder | Night vision device | Thermal imager,"30,0",400,201,"0,3",Two-plane stabilizer,111,"5,56",2000,890,"10,4",,,,,10,7,1.43
Pz.35(t),Germany,I,"1,0",Light tank,,0,0,Free,,25,16,16,25,16,16,4,75,38,38,229,"21,8","10,5",free,"0,1","1,0",,"37,0",72,,"4,3",Shoulder stabilizer,73,"7,92",1800,769,"10,4",,,,,6,4,1.5
Pz.38(t) A,Germany,I,"1,3",Light tank,,2900,700,,,25,15,15,25,15,15,4,72,47,7,238,"24,5","9,7",100→128,"0,1","1,0",,"37,0",90,,"4,3",Shoulder stabilizer,77,"7,92",5500,769,"10,4",,,,,6,4,1.5
PTL02,China,V,"8,0",Light tank,,150000,420000,,Smoke grenades,10,8,6,30,20,15,4,136,94,8,611,"32,2","19,0",3290→5290,"1,1","2,08",Laser rangefinder | Night vision device | Thermal imager,"100,0",30,,"8,7",Two-plane stabilizer,390,"12,7",500,700,"6,5","7,62",800,700,"10,4",9,8,1.12
Pz.38(t) F,Germany,I,"2,0",Light tank,,5900,6300,,Smoke grenades,50,30,30,50,30,30,4,72,47,7,238,"23,6","10,1",290→392,"0,2","1,06",,"37,0",90,,"4,3",Shoulder stabilizer,77,"7,92",5500,769,"10,4",,,,,3,3,1.0
Pz.II C,Germany,I,"1,7",Light tank,,2900,700,,,20,14,14,14,14,14,3,69,49,10,267,"29,3","9,1",130→167,"0,1","1,0",,"20,0",180,280,"7,8",Shoulder stabilizer,31,"7,92",1800,900,"10,4",,,,,8,6,1.33
Pz.II C (DAK),Germany,I,"1,7",Light tank,•,0,250,,,20,14,14,14,14,14,3,69,49,10,267,"29,3","9,1",190,"0,4","1,5",,"20,0",180,280,"7,8",Shoulder stabilizer,31,"7,92",1800,900,"10,4",,,,,8,4,2.0
Pz.II C TD,Germany,I,"1,7",Light tank,,0,0,Bundle or Gift,,20,14,14,14,14,14,3,69,49,10,267,"29,3","9,1",140→180,"0,1","1,0",,"20,0",180,280,"7,8",Shoulder stabilizer,31,"7,92",1800,900,"10,4",,,,,1,1,1.0
Pz.II F,Germany,I,"1,7",Light tank,,4000,2100,,,35,20,15,30,15,15,3,73,49,10,267,"29,3","9,1",280→360,"0,1","1,0",,"20,0",180,450,"7,8",Shoulder stabilizer,31,"7,92",1800,900,"10,4",,,,,7,7,1.0
Pz.Sfl.Ic,Germany,II,"2,3",Light tank,•,0,0,Bundle or Gift,,30,20,20,30,20,20,3,75,62,12,382,"36,4","10,5",1200,"1,0","2,48",,"50,0",40,,"7,6",,126,,,,,,,,,7,6,1.17
R.35 (SA38),France,I,"1,0",Light tank,,2900,700,,,32,40,40,45,40,40,2,72,23,4,156,"14,2","11,0",80→102,"0,1","1,0",,"37,0",58,,"5,2",Shoulder stabilizer,50,"7,5",1800,551,"6,5",,,,,4,6,0.67
R3 T106 FA,Italy,V,"7,0",Light tank,,110000,310000,,,33,15,15,0,0,0,4,70,128,33,181,"53,2","3,4",3910→5384,"1,0","1,96",,"106,0",5,,"13,0",,433,"106,0",5,,"13,0","2,0",240,300,"3,2",4,6,0.67
Radkampfwagen 90,Germany,VI,"9,0",Light tank,,270000,740000,,Smoke grenades,38,26,15,122,45,29,4,136,112,39,1584,"51,4","30,8",4150→6673,"0,9","2,26",Laser rangefinder | Night vision device,"105,0",42,,"8,7",Two-plane stabilizer,405,"7,62",4000,1200,"10,4",,,,,9,6,1.5
Ratel 20,Britain,V,"7,0",Light tank,,130000,370000,,Smoke grenades,20,10,10,10,10,10,3,84,117,20,538,"28,5","18,9",3700→5372,"1,4","2,02",,"20,0",1200,750,"10,4",,530,,7,,,"7,62",3000,500,"10,4",3,5,0.6
Ratel 90,Britain,IV,"6,0",Light tank,,71000,210000,,Smoke grenades,20,10,10,12,10,10,3,84,117,20,538,"26,8","20,1",2800→4065,"1,1","1,78",,"90,0",53,,"8,7",,320,"7,62",3600,500,"10,4","7,62",2000,500,"10,4",5,5,1.0
RBT-5,USSR,I,"1,3",Light tank,•,0,0,Bundle or Gift,,13,15,13,20,15,15,3,77,60,12,696,"57,5","12,1",1100,"0,8","2,24",,"45,0",86,,"3,8",,101,,2,,,"7,62",1890,600,"10,4",6,6,1.0
Ru 251,Germany,IV,"6,7",Light tank,•,0,7480,,Smoke grenades,30,20,8,20,20,20,4,88,90,90,1259,"49,4","25,5",2800,"1,8","3,68",,"90,0",61,,"9,8",,320,"7,62",2500,1200,"10,4","7,62",2500,1200,"10,4",6,6,1.0
Rooikat 105,Britain,VI,"8,3",Light tank,•,0,0,Bundle or Gift,Smoke grenades | ESS,25,25,20,25,25,15,4,84,134,41,1082,"38,0","28,5",4300,"2,0","4,52",Laser rangefinder | Night vision device | Thermal imager,"105,0",32,,"8,7",Two-plane stabilizer,400,"7,62",2800,500,"10,4",,,,,4,2,2.0
Rooikat Mk.1D,Britain,VI,"8,3",Light tank,,180000,500000,,Smoke grenades | ESS,25,25,20,25,25,15,4,84,134,41,1082,"40,8","26,5",4460→7644,"1,1","2,14",Laser rangefinder | Night vision device,"76,0",48,,"8,7",Two-plane stabilizer,308,"7,62",3600,500,"10,4",,,,,7,7,1.0
Rooikat MTTD,Britain,VI,"8,7",Light tank,,220000,590000,,ESS,25,25,20,25,25,15,3,84,134,41,1082,"38,0","28,5",4180→6721,"1,0","2,2",Laser rangefinder | Night vision device | Thermal imager,"105,0",32,,"6,7",Two-plane stabilizer | Autoloader,400,,,,,,,,,5,5,1.0
SARC MkVI (2pdr),Britain,II,"2,3",Light tank,,7900,10000,,Smoke grenades,20,8,10,14,14,14,4,84,72,21,363,"32,4","11,2",220→319,"0,3","1,12",,"40,0",80,,"3,6",Shoulder stabilizer,86,"7,92",2000,600,"10,4","2,0",2000,500,"10,4",6,6,1.0
SARC MkVI (6pdr),Britain,II,"3,3",Light tank,,9200,22000,,Smoke grenades,20,8,10,30,14,14,3,88,72,21,363,"32,4","11,2",310→450,"0,4","1,18",,"57,0",60,,"5,2",Shoulder stabilizer,118,"12,7",500,577,"10,4","7,92",2000,600,"10,4",5,6,0.83
Sd.Kfz. 140/1,Germany,I,"1,3",Light tank,•,0,0,Bundle or Gift,,50,30,30,30,10,8,4,74,65,7,305,"27,7","11,0",360,"0,4","2,0",,"20,0",300,450,"7,8",,31,"7,92",1800,1200,"10,4",,,,,7,8,0.88
Sd.Kfz.221 (s.Pz.B.41),Germany,I,"1,0",Light tank,,2900,700,,,10,8,8,4,8,15,2,107,81,15,143,"35,8","4,0",90→116,"0,1","1,0",,,60,,"3,9",Shoulder stabilizer,84,,,,,,,,,6,6,1.0
Sd.Kfz.234/2,Germany,II,"2,7",Light tank,,7900,10000,,Smoke grenades,30,8,10,30,14,14,4,84,100,100,401,"34,3","11,7",330→479,"0,2","1,12",,"50,0",55,,"4,8",,126,"7,92",1850,1200,"10,4",,,,,9,10,0.9
Sd.Kfz.234/2 TD,Germany,II,"2,7",Light tank,,0,0,Bundle or Gift,Smoke grenades,30,8,10,30,14,14,4,84,100,100,401,"34,3","11,7",310→450,"0,2","1,12",,"50,0",55,,"4,8",,126,"7,92",1850,1200,"10,4",,,,,1,1,1.0
SK-105A2,France,VI,"8,3",Light tank,,270000,740000,,Smoke grenades,20,14,12,40,20,20,3,88,66,10,611,"33,9","18,0",3850→6133,"0,9","2,26",Laser rangefinder | Night vision device | Thermal imager,"105,0",38,,"4,0",Autoloader,400,"7,62",1000,1200,"8,0",,,,,6,8,0.75
Sd.Kfz.234/1,Germany,I,"1,7",Light tank,•,0,0,Bundle or Gift,,30,8,10,30,8,8,4,84,100,100,401,"34,9","11,5",620,"0,4","2,0",,"20,0",250,450,"7,8",,31,"7,92",1800,1200,"10,4",,,,,8,11,0.73
SPz BMP-1,Germany,V,"7,3",Light tank,,130000,370000,,Smoke grenades | ESS,19,18,16,23,19,13,3,70,73,13,572,"44,0","13,0",3610→6357,"1,0","2,02",,"73,0",40,,"6,0",Autoloader,500,,4,,,,4,,,0,12,0.0
Strf 9040 BILL,Sweden,VI,"9,7",Light tank,,270000,740000,,Smoke grenades,20,16,20,20,20,20,4,101,78,51,1049,"44,3","23,7",6290→10019,"0,8","2,26",Laser rangefinder | Night vision device | Thermal imager,"40,0",234,,"0,2",Two-plane stabilizer | Autoloader,510,,8,145,,"7,62",4000,500,"8,0",9,10,0.9
Strf 9040B,Sweden,VI,"9,0",Light tank,,220000,590000,,Smoke grenades,20,16,20,20,20,20,3,101,78,51,1049,"45,4","23,1",5300→8442,"0,9","2,2",Laser rangefinder | Night vision device | Thermal imager,"40,0",234,,"0,2",Two-plane stabilizer | Autoloader,142,"7,62",4000,500,"8,0",,,,,1,1,1.0
Strf 9040C,Sweden,VI,"10,0",Light tank,,270000,740000,,Smoke grenades,20,16,20,20,20,20,3,101,78,51,1049,"36,8","28,5",2600→4141,"0,9","2,26",Laser rangefinder | Night vision device | Thermal imager,"40,0",234,,"0,2",Two-plane stabilizer | Autoloader,168,"7,62",2000,600,"8,0",,,,,6,3,2.0
Strv m/38,Sweden,I,"1,0",Light tank,,0,0,Free,,13,13,13,15,13,13,3,70,52,7,271,"30,8","8,8",free,"0,1","1,0",,"37,0",100,,"4,1",,103,"8,0",2250,649,"10,4",,,,,6,4,1.5
Strv 74,Sweden,IV,"5,7",Light tank,,63000,200000,,Smoke grenades,55,30,20,30,20,20,4,125,50,6,649,"25,0","26,0",3100→4454,"1,1","1,72",,"75,0",40,,"8,7",,256,"8,0",4000,649,"10,4","8,0",2000,649,"10,4",4,7,0.57
Strv m/31,Sweden,I,"1,0",Light tank,,0,0,Free,,24,24,20,24,24,24,4,76,47,21,382,"33,2","11,5",free,"0,1","1,0",,"37,0",127,,"4,1",,103,"6,5",4000,499,"3,9",,,,,4,4,1.0
Strv m/39,Sweden,I,"1,0",Light tank,•,0,250,,,13,13,13,50,13,13,3,70,51,6,271,"30,4","8,9",250,"0,4","1,5",,"37,0",100,,"4,1",,103,"2,0",3500,649,"10,4",,,,,6,5,1.2
Strv m/39 TD,Sweden,I,"1,0",Light tank,,0,0,Bundle or Gift,,13,13,13,50,13,13,3,70,51,6,271,"30,4","8,9",250→321,"0,1","1,0",,"37,0",100,,"4,1",,103,"2,0",3500,649,"10,4",,,,,6,6,1.0
Strv m/40L,Sweden,I,"2,0",Light tank,,5900,6300,,,43,13,13,50,13,13,3,70,51,6,271,"28,8","9,4",270→347,"0,2","1,06",,"37,0",100,,"4,1",,103,"2,0",3500,649,"10,4",,,,,5,4,1.25
Strv m/41 S-I,Sweden,II,"2,3",Light tank,•,0,700,,,50,15,15,50,20,35,4,81,48,6,279,"26,6","10,5",420,"0,8","2,24",,"37,0",100,,"4,1",,103,"8,0",4000,649,"10,4",,,,,1,1,1.0
Strv m/41 S-II,Sweden,II,"2,3",Light tank,,7900,10000,,,50,20,15,50,20,35,4,81,48,6,315,"28,9","10,9",320→436,"0,2","1,12",,"37,0",100,,"4,1",,103,"8,0",4000,649,"10,4",,,,,4,4,1.0
Stuart III,Britain,I,"2,0",Light tank,,5900,6300,,,38,25,25,50,32,32,4,89,65,8,500,"39,7","12,6",300→386,"0,2","1,06",,"37,0",106,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3200,500,"10,4",5,4,1.25
▃Stuart VI (5th CAD),USA,II,"2,3",Light tank,•,0,0,Bundle or Gift,,28,28,25,50,32,32,4,79,63,17,565,"36,2","15,6",1100,"0,8","2,24",,"37,0",147,,"3,7",Vertical stabilizer,84,"7,62",3000,500,"10,4","7,62",3000,500,"10,4",8,5,1.6
Stuart I,Britain,I,"1,3",Light tank,,2900,700,,,38,25,25,38,25,25,4,89,56,7,500,"39,4","12,7",130→167,"0,1","1,0",,"37,0",103,,"3,7",Vertical stabilizer,72,"7,62",3000,500,"10,4","7,62",3200,500,"10,4",4,5,0.8
Super Hellcat,USA,IV,"6,3",Light tank,•,0,6090,,,12,12,12,76,31,25,5,82,81,26,763,"34,7","22,0",1800,"2,0","3,56",,"90,0",45,,"9,7",,281,"12,7",800,577,"10,4",,,,,3,5,0.6
T-126,USSR,II,"3,0",Light tank,•,0,850,,,55,45,30,45,45,45,4,80,40,6,572,"31,3","18,3",1700,"0,8","2,36",,"45,0",150,,"3,8",,99,"7,62",1890,600,"10,4",,,,,4,6,0.67
T-26,USSR,I,"1,0",Light tank,,0,0,Free,,15,15,15,15,15,15,3,75,34,4,174,"17,8","9,8",free,"0,1","1,0",,"45,0",205,,"3,8",,71,"7,62",1890,600,"10,4",,,,,4,5,0.8
T-26 (1st Gv.T.Br.),USSR,I,"1,0",Light tank,•,0,250,,,15,15,15,15,15,15,3,75,34,4,174,"17,8","9,8",250,"0,4","1,5",,"45,0",205,,"3,8",,71,"7,62",1890,600,"10,4",,,,,4,8,0.5
␗T-26,China,I,"1,0",Light tank,,0,0,Free,,15,15,15,15,15,15,3,75,34,4,174,"17,8","9,8",free,"0,1","1,0",,"45,0",205,,"3,8",,71,"7,62",1890,600,"10,4",,,,,5,5,1.0
T-26-4,USSR,I,"1,0",Light tank,,2900,700,,,15,15,15,15,15,15,3,75,34,4,174,"15,8","11,0",90→115,"0,1","1,0",,"76,0",50,,"5,2",,37,"7,62",1890,600,"10,4","7,62",1890,600,"10,4",6,8,0.75
T-26E,USSR,I,"1,3",Light tank,•,0,0,Bundle or Gift,,45,45,45,45,45,45,3,75,34,4,174,"14,5","12,0",400,"0,4","2,0",,"45,0",205,,"3,8",,71,"7,62",1890,600,"10,4",,,,,5,4,1.25
T-50,USSR,II,"2,7",Light tank,,7900,10000,,,40,40,40,40,40,15,4,74,72,10,572,"41,4","13,8",290→395,"0,3","1,12",,"45,0",150,,"3,8",,99,"2,0",3780,600,"10,4",,,,,8,5,1.6
T-70,USSR,I,"2,0",Light tank,,4000,2100,,,35,15,25,50,35,35,2,70,51,7,267,"27,2","9,8",180→231,"0,1","1,0",,"45,0",90,,"5,2",,99,"7,62",945,600,"10,4",,,,,5,4,1.25
T-26 No.531,China,I,"1,0",Light tank,•,0,250,,,15,15,15,15,15,15,3,75,34,4,174,"17,8","9,8",170,"0,4","1,5",,"45,0",205,,"3,8",,71,"7,62",1890,600,"10,4",,,,,4,8,0.5
T-60,USSR,I,"1,0",Light tank,,2900,700,,,35,15,25,25,25,25,2,61,49,7,145,"25,0","5,8",90→115,"0,1","1,0",,"20,0",754,750,"26,0",,20,"7,62",945,600,"10,4",,,,,8,8,1.0
T-80,USSR,II,"2,0",Light tank,,7900,10000,,,35,25,25,35,35,15,3,74,47,7,324,"27,9","11,6",350→477,"0,2","1,12",,"45,0",94,,"3,2",,99,"7,62",1071,600,"10,4",,,,,10,8,1.25
T114,USA,V,"7,0",Light tank,•,0,8020,,,44,32,32,38,38,25,2,69,64,15,305,"33,9","9,0",3200,"1,8","3,8",,"106,0",26,,"3,2",,433,"12,7",150,300,"3,2",,,,,5,6,0.83
T18E2,USA,II,"3,0",Light tank,•,0,0,Bundle or Gift,Smoke grenades,50,31,25,38,38,38,5,84,89,37,477,"19,9","24,0",1700,"0,8","2,48",,"57,0",64,,"5,2",Vertical stabilizer,118,"7,62",3000,500,"10,4",,,,,9,7,1.29
Toldi IIA,Italy,I,"1,3",Light tank,•,0,0,Bundle or Gift,,20,13,9,33,13,13,3,68,52,7,296,"31,8","9,3",1640,"0,4","2,0",,"40,0",55,,"3,6",,69,"8,0",3200,900,"10,4",,,,,4,2,2.0
TAM 2IP,Germany,VI,"8,7",Light tank,•,0,8910,,Smoke grenades,32,15,11,30,25,15,4,84,84,84,1374,"45,0","30,5",4560,"1,8","4,4",Laser rangefinder | Night vision device,"105,0",50,,"8,7",Two-plane stabilizer,405,"7,62",2000,600,"10,4","7,62",2000,600,"10,4",3,3,1.0
T92,USA,IV,"6,7",Light tank,,82000,240000,,,12,10,25,31,19,19,4,77,63,9,649,"38,4","16,9",3330→4888,"1,1","1,84",Night vision device,"76,0",59,,"6,5",,254,"12,7",700,577,"10,4","7,62",5000,500,"10,4",9,11,0.82
TAM,Germany,VI,"8,7",Light tank,,180000,500000,,Smoke grenades,32,15,11,30,25,15,4,84,84,84,1374,"45,0","30,5",3890→6196,"1,1","2,14",Laser rangefinder | Night vision device,"105,0",50,,"8,7",Two-plane stabilizer,400,"7,62",2000,600,"10,4","7,62",2000,600,"10,4",9,4,2.25
Tetrarch I,Britain,I,"1,0",Light tank,,0,0,Free,Smoke grenades,16,14,10,16,14,10,3,72,75,7,315,"41,4","7,6",free,"0,1","1,0",,"40,0",50,,"3,6",Shoulder stabilizer,86,"7,92",2025,600,"10,4",,,,,5,7,0.71
TAM 2C,Germany,VII,"9,3",Light tank,,340000,930000,,Smoke grenades | LWS,32,15,11,30,25,15,4,84,84,84,1374,"45,0","30,5",3880→6180,"1,2","2,32",Laser rangefinder | Night vision device | Thermal imager,"105,0",50,,"8,7",Two-plane stabilizer,434,"7,62",2000,600,"10,4","7,62",2000,600,"10,4",5,4,1.25
Type 16,Japan,VII,"9,0",Light tank,,340000,930000,,Smoke grenades | LWS,35,25,20,25,25,15,4,113,111,41,1088,"41,8","26,0",2300→3698,"1,2","2,32",Laser rangefinder | Night vision device | Thermal imager,"105,0",40,,"8,7",Two-plane stabilizer,403,"12,7",1000,577,"10,4","7,62",3000,701,"10,4",4,4,1.0
Type 63-I,China,IV,"6,3",Light tank,,63000,200000,,,14,10,10,11,11,11,4,75,72,11,763,"40,8","18,7",2730→3723,"1,0","1,72",,"85,0",47,,"11,2",,300,"7,62",3200,600,"10,4",,,,,6,8,0.75
Type 62,China,IV,"6,7",Light tank,,82000,240000,,Smoke grenades,35,25,15,50,35,32,4,83,78,12,954,"47,2","20,2",3590→5158,"1,2","1,84",,"85,0",47,,"9,6",,300,"12,7",500,600,"10,4","7,62",2000,600,"10,4",10,5,2.0
Type 87 RCV,Japan,V,"8,0",Light tank,,150000,420000,,Smoke grenades,20,10,10,20,10,10,5,107,112,13,582,"38,8","15,0",4210→6618,"1,0","2,08",Night vision device,"25,0",400,561,"10,4",,83,"7,62",4000,701,"10,4",,,,,3,5,0.6
Type 89,Japan,VI,"8,3",Light tank,,220000,590000,,Smoke grenades | LWS,35,15,15,35,20,15,3,88,78,48,1145,"43,2","26,5",4400→7009,"1,0","2,2",Laser rangefinder | Night vision device | Thermal imager,"35,0",255,,"0,3",Two-plane stabilizer | Autoloader,700,,4,120,,"7,62",2000,701,"8,0",9,6,1.5
U-SH 405,Sweden,V,"7,3",Light tank,,150000,420000,,,10,8,8,10,8,8,2,84,82,11,172,"30,2","5,7",4480→6021,"1,0","2,08",,"81,0",9,150,"2,6",,330,"81,0",9,150,"2,6",,,,,4,7,0.57
VCC-80/30,Italy,VII,"9,7",Light tank,,340000,930000,,Smoke grenades | LWS,72,52,38,40,40,40,3,88,78,36,992,"42,2","23,5",5060→8060,"1,0","2,32",Laser rangefinder | Night vision device | Thermal imager,"30,0",360,201,"13,0",Two-plane stabilizer,800,,8,120,,"7,62",1200,1200,"10,4",9,6,1.5
▂Type 62,USSR,IV,"6,7",Light tank,,0,0,Bundle or Gift,Smoke grenades,35,25,15,50,35,32,4,83,78,12,954,"47,2","20,2",3890→5589,"0,9","1,9",,"85,0",47,,"9,6",,300,"12,7",500,600,"10,4","7,62",2000,600,"10,4",8,7,1.14
